Date,Open,High,Low,Close,Volume
2022-07-25,151.776,152.792,150.074,150.733,54412893
2022-07-26,150.059,150.867,148.615,149.403,55949925
2022-07-27,150.367,155.05,149.954,154.518,79777404
2022-07-28,154.704,155.354,152.171,155.069,82576025
2022-07-29,158.901,161.257,157.188,160.155,103284411
2022-08-01,158.677,161.217,158.557,159.168,68827326
2022-08-02,157.779,160.055,157.316,157.69,60788414
2022-08-03,158.508,164.175,158.42,163.722,83721389
2022-08-04,163.597,164.767,162.046,163.406,56290313
2022-08-05,161.068,163.672,160.86,163.179,57451343
2022-08-08,164.186,165.609,162.044,162.705,61165463
2022-08-09,161.865,163.642,161.107,162.755,63975526
2022-08-10,165.479,167.118,164.71,167.018,71104164
2022-08-11,167.827,168.744,165.98,166.279,57909533
2022-08-12,167.591,169.91,167.175,169.84,68944651
2022-08-15,169.27,171.114,169.095,170.916,54811388
2022-08-16,170.511,171.43,169.408,170.759,57127151
2022-08-17,170.501,173.837,170.302,172.259,80600350
2022-08-18,171.469,172.603,170.848,171.864,63118849
2022-08-19,170.759,171.459,169.06,169.27,71282258
2022-08-22,167.462,167.63,164.942,165.369,69945216
2022-08-23,164.887,166.496,164.461,165.034,54867510
2022-08-24,165.034,165.903,164.064,165.33,54557889
2022-08-25,166.563,167.905,166.139,167.798,51899671
2022-08-26,168.331,168.803,161.412,161.471,80011562
2022-08-29,159.03,160.761,157.721,159.261,74289401
2022-08-30,160.0,160.426,155.649,156.824,78942745
2022-08-31,158.2,158.471,155.076,155.156,89161819
2022-09-01,154.585,156.341,152.639,155.886,75217530
2022-09-02,157.652,158.256,152.931,153.765,77981697
2022-09-06,154.416,155.028,151.672,152.5,74695625
2022-09-07,152.792,154.615,151.593,153.913,88613097
2022-09-08,152.609,154.306,150.675,152.432,86053765
2022-09-09,153.428,155.748,152.718,155.303,68986829
2022-09-12,157.495,162.102,157.209,161.284,106352409
2022-09-13,157.801,158.432,151.356,151.819,124288570
2022-09-14,152.753,155.038,151.593,153.27,89135795
2022-09-15,152.619,153.203,149.393,150.369,91684968
2022-09-16,149.226,149.364,146.422,148.721,164437974
2022-09-19,147.35,152.53,147.142,152.452,82558267
2022-09-20,151.386,156.003,151.07,154.838,109122617
2022-09-21,155.274,156.654,151.584,151.702,103049874
2022-09-22,150.379,152.442,148.927,150.735,87805461
2022-09-23,149.206,149.481,146.61,148.455,97307594
2022-09-26,147.695,151.75,147.675,148.79,94581297
2022-09-27,150.735,152.689,147.977,149.767,85566258
2022-09-28,145.702,148.665,142.94,147.872,148643127
2022-09-29,144.182,144.794,138.832,140.61,129843126
2022-09-30,139.423,141.221,136.188,136.385,126587414
2022-10-03,136.395,141.191,135.876,140.58,115832589
2022-10-04,143.125,144.301,142.363,144.182,88998650
2022-10-05,142.185,145.445,141.132,144.477,80528335
2022-10-06,143.896,145.603,143.313,143.522,69312265
2022-10-07,140.67,141.221,137.615,138.252,87068805
2022-10-10,138.575,140.027,136.753,138.575,75895539
2022-10-11,138.062,139.493,136.405,137.154,78058611
2022-10-12,137.303,138.516,136.346,136.524,71370870
2022-10-13,133.217,141.703,132.605,141.112,114730429
2022-10-14,142.413,142.623,136.375,136.563,89776772
2022-10-17,139.214,141.023,138.431,140.54,86385209
2022-10-18,143.581,144.774,138.762,141.862,100455630
2022-10-19,139.83,143.044,139.642,141.972,62580039
2022-10-20,141.142,143.973,140.778,141.508,65380459
2022-10-21,140.993,145.907,140.777,145.335,87700145
2022-10-24,145.251,148.257,144.083,147.488,76992863
2022-10-25,148.119,150.487,147.399,150.339,75726609
2022-10-26,148.977,149.995,146.096,147.39,89612822
2022-10-27,146.125,147.088,142.238,142.901,110632800
2022-10-28,146.253,155.432,145.879,153.696,166954547
2022-10-31,151.144,152.215,149.925,151.326,99246312
2022-11-01,153.043,153.408,147.172,148.674,81448798
2022-11-02,146.988,150.172,143.095,143.125,94850040
2022-11-03,140.194,140.925,136.928,137.056,99221329
2022-11-04,140.457,141.03,132.836,136.79,142452041
2022-11-07,135.535,137.547,134.111,137.323,84344019
2022-11-08,138.795,139.805,135.909,137.895,90953837
2022-11-09,136.908,136.957,133.046,133.319,75788858
2022-11-10,139.616,145.182,137.895,145.182,120235936
2022-11-11,144.145,148.285,142.711,147.98,95072361
2022-11-14,147.259,148.554,145.736,146.577,74227230
2022-11-15,150.465,151.824,146.854,148.315,90913225
2022-11-16,147.416,148.147,145.597,147.079,64964928
2022-11-17,144.747,149.738,144.469,148.987,81324082
2022-11-18,150.553,150.945,148.246,149.551,75699612
2022-11-21,148.435,148.643,146.016,146.308,59406851
2022-11-22,146.428,148.693,145.236,148.454,52406455
2022-11-23,147.733,150.087,147.623,149.336,58979261
2022-11-25,146.601,147.169,145.429,146.408,35605080
2022-11-28,143.473,144.955,141.731,142.562,70152809
2022-11-29,142.632,143.144,138.74,139.547,84737719
2022-11-30,139.77,147.01,138.935,146.328,112675898
2022-12-01,146.508,147.416,144.925,146.606,72078840
2022-12-02,144.283,146.298,143.975,146.111,66208399
2022-12-05,146.071,149.186,144.095,144.945,69626682
2022-12-06,145.384,145.607,140.288,141.268,65479765
2022-12-07,140.556,141.721,138.393,139.319,70531737
2022-12-08,140.724,141.87,139.477,141.01,62850700
2022-12-09,140.706,143.897,139.28,140.526,76981786
2022-12-12,141.059,142.841,139.437,142.831,71281919
2022-12-13,147.783,148.246,142.582,143.797,94977769
2022-12-14,143.68,144.97,139.537,141.563,83247976
2022-12-15,139.487,140.169,134.462,134.93,100082182
2022-12-16,135.113,136.068,132.194,132.965,162019034
2022-12-19,133.557,133.647,129.81,130.848,80518032
2022-12-20,129.879,131.718,128.397,130.779,78333125
2022-12-21,131.451,135.237,131.225,133.895,86927072
2022-12-22,132.808,133.013,128.802,130.709,78757289
2022-12-23,129.414,130.893,128.15,130.345,64556865
2022-12-27,129.869,129.899,127.24,128.536,69810179
2022-12-28,128.18,129.522,124.423,124.591,86431778
2022-12-29,126.519,128.981,126.262,128.12,76583912
2022-12-30,126.933,128.457,125.967,128.437,77929881
2023-01-03,128.782,129.395,122.744,123.633,113421054
2023-01-04,125.431,127.177,123.642,124.907,90149751
2023-01-05,125.669,126.301,123.326,123.584,81904056
2023-01-06,124.562,128.792,123.455,128.13,88775033
2023-01-09,128.965,131.878,128.397,128.654,71613893
2023-01-10,128.762,129.754,126.649,129.228,64639071
2023-01-11,129.741,131.975,128.96,131.956,70266544
2023-01-12,132.34,132.716,129.929,131.878,72209574
2023-01-13,130.513,133.368,130.147,133.211,58481869
2023-01-17,133.279,135.713,132.589,134.378,64386642
2023-01-18,135.242,137.017,133.477,133.657,70482881
2023-01-19,132.539,134.684,132.233,133.716,58958035
2023-01-20,133.726,136.434,132.677,136.286,81156381
2023-01-23,136.533,141.667,136.315,139.487,82710935
2023-01-24,138.691,141.515,138.686,140.891,67207579
2023-01-25,139.27,140.792,137.214,140.229,66564394
2023-01-26,141.524,142.592,140.269,142.305,54734144
2023-01-27,141.51,145.538,141.437,144.254,71376191
2023-01-30,143.288,143.877,141.208,141.358,64759575
2023-01-31,141.059,142.681,140.646,142.632,66640377
2023-02-01,142.315,144.925,139.696,143.757,78566623
2023-02-02,147.189,149.443,146.468,149.086,119714900
2023-02-03,146.328,155.572,146.13,152.724,156152040
2023-02-06,150.822,151.34,149.046,149.987,70670544
2023-02-07,148.907,153.445,148.907,152.873,84291337
2023-02-08,152.111,152.803,149.432,150.174,64865599
2023-02-09,152.009,152.555,148.693,149.136,56658334
2023-02-10,147.968,149.828,147.731,149.503,58030082
2023-02-13,149.445,152.72,149.414,152.314,62826272
2023-02-14,150.6,152.235,149.355,151.671,62329876
2023-02-15,151.582,153.947,151.353,153.78,66331508
2023-02-16,151.978,154.769,151.816,152.175,68855396
2023-02-17,150.83,151.472,149.346,151.027,59740570
2023-02-21,148.702,149.788,146.923,146.997,59460889
2023-02-22,147.384,148.453,145.692,147.423,51525739
2023-02-23,148.592,148.838,145.771,147.908,48882291
2023-02-24,145.642,145.722,144.266,145.244,56029001
2023-02-27,146.235,147.681,145.978,146.444,45452267
2023-02-28,145.582,147.591,145.363,145.938,51056750
2023-03-01,145.363,145.759,143.563,143.859,56038481
2023-03-02,142.94,145.244,142.462,144.453,52806987
2023-03-03,146.569,149.601,145.86,149.523,71445612
2023-03-06,152.25,154.741,151.928,152.295,88441026
2023-03-07,152.165,152.491,149.619,150.088,56748608
2023-03-08,151.284,151.938,150.314,151.343,47680838
2023-03-09,152.027,152.993,148.724,149.086,54376478
2023-03-10,148.71,149.434,146.135,147.017,69263933
2023-03-13,146.329,151.611,146.225,148.967,85308848
2023-03-14,149.769,151.868,148.602,151.067,74439095
2023-03-15,149.679,151.715,148.424,151.462,77946082
2023-03-16,150.64,154.897,150.128,154.294,77023423
2023-03-17,154.522,155.174,152.74,153.452,99942462
2023-03-20,153.522,156.244,152.61,155.828,74384068
2023-03-21,155.749,157.808,154.977,157.69,74683932
2023-03-22,157.709,160.522,156.234,156.254,76465242
2023-03-23,157.245,159.936,156.106,157.342,68304009
2023-03-24,157.275,158.739,156.274,158.651,59853926
2023-03-27,158.344,159.164,156.294,156.699,52918607
2023-03-28,156.393,156.907,154.423,156.076,46455970
2023-03-29,157.779,159.443,157.759,159.164,51823094
2023-03-30,159.916,160.848,159.66,160.739,50000899
2023-03-31,160.818,163.353,160.293,163.255,69443114
2023-04-03,162.629,164.63,162.581,164.51,57550776
2023-04-04,164.933,165.173,163.461,163.977,46744998
2023-04-05,163.095,163.402,160.186,162.124,52031225
2023-04-06,160.808,163.313,160.382,163.016,45847869
2023-04-10,159.809,160.412,158.481,160.412,48198093
2023-04-11,160.729,160.739,158.907,159.194,48124695
2023-04-12,159.61,160.442,158.185,158.501,50638640
2023-04-13,160.016,164.146,159.809,163.907,69135904
2023-04-14,162.947,164.66,162.184,163.56,49884529
2023-04-17,163.441,163.739,162.392,163.579,41934896
2023-04-18,164.441,165.739,163.997,164.809,50426467
2023-04-19,164.146,166.482,163.887,165.955,48201410
2023-04-20,164.431,166.194,163.907,164.986,52985385
2023-04-21,163.402,164.791,162.847,163.372,58925657
2023-04-24,163.353,163.947,162.254,163.679,42372630
2023-04-25,163.54,164.645,162.095,162.134,49205330
2023-04-26,161.427,163.629,161.174,162.124,45957638
2023-04-27,163.54,166.877,163.54,166.728,65556851
2023-04-28,166.808,168.153,166.204,167.985,55833292
2023-05-01,167.59,168.747,166.956,167.897,53002111
2023-05-02,168.393,168.649,165.867,166.857,48914055
2023-05-03,167.808,169.215,165.492,165.777,65792896
2023-05-04,163.245,165.372,162.669,164.136,82054663
2023-05-05,169.27,172.559,169.055,171.837,114597314
2023-05-08,170.759,172.114,170.391,171.767,56527162
2023-05-09,171.322,171.807,169.887,170.057,45783983
2023-05-10,171.292,172.294,170.185,171.822,54266297
2023-05-11,172.114,172.847,170.45,172.015,50014017
2023-05-12,172.124,172.56,169.526,171.084,45928798
2023-05-15,171.667,171.717,169.994,170.587,37590487
2023-05-16,170.508,171.647,170.318,170.587,42476210
2023-05-17,170.231,171.436,168.951,171.202,58455174
2023-05-18,171.51,173.731,171.094,173.543,66065790
2023-05-19,174.87,174.87,173.433,173.652,56294431
2023-05-22,172.48,173.204,171.957,172.7,43949541
2023-05-23,171.639,171.887,169.799,170.084,51188231
2023-05-24,169.616,170.933,169.051,170.359,45535762
2023-05-25,170.924,172.396,170.211,171.5,56545376
2023-05-26,171.827,174.256,171.619,173.917,55311463
2023-05-30,175.434,177.449,175.05,175.773,56450703
2023-05-31,175.798,177.805,175.238,175.723,100490981
2023-06-01,176.169,178.568,175.407,178.538,69500531
2023-06-02,179.471,180.215,177.715,179.391,62535635
2023-06-05,181.058,183.357,176.502,178.033,123006151
2023-06-06,178.414,178.568,175.902,177.666,65411873
2023-06-07,176.902,179.65,175.793,176.288,62482882
2023-06-08,176.362,179.282,175.932,179.013,50651223
2023-06-09,179.936,180.659,179.073,179.401,49324889
2023-06-12,179.709,182.306,179.411,182.207,55230788
2023-06-13,181.225,182.564,180.868,181.731,55406435
2023-06-14,181.791,182.802,180.453,182.364,57962205
2023-06-15,182.374,184.912,182.197,184.408,66001747
2023-06-16,185.121,185.379,182.683,183.327,102136090
2023-06-20,182.822,184.496,182.822,183.416,50231821
2023-06-21,183.307,183.813,181.018,182.374,49945963
2023-06-22,182.157,185.434,182.088,185.389,51690623
2023-06-23,183.952,185.945,183.416,185.072,53578556
2023-06-26,185.708,186.43,183.635,183.675,48506527
2023-06-27,184.288,186.767,184.07,186.44,51171671
2023-06-28,186.311,188.265,185.985,187.619,51661849
2023-06-29,187.453,188.432,187.313,187.956,46750042
2023-06-30,189.979,192.805,189.613,192.298,85953676
2023-07-03,192.111,192.21,190.107,190.801,31731554
2023-07-05,189.916,191.318,188.979,189.682,47327974
2023-07-06,188.206,190.366,187.57,190.157,45548392
2023-07-07,189.761,191.01,188.6,189.038,47221796
2023-07-10,187.629,188.355,185.424,186.985,60442856
2023-07-11,187.53,187.669,184.992,186.46,47043380
2023-07-12,188.046,190.048,186.846,188.136,61278137
2023-07-13,188.859,189.543,188.146,188.899,41701582
2023-07-14,188.59,189.533,187.996,189.048,41977866
2023-07-17,190.246,192.647,190.157,192.318,50959153
2023-07-18,191.684,192.657,190.757,192.061,48773944
2023-07-19,191.437,196.524,190.99,193.42,81206891
2023-07-20,193.41,194.777,190.836,191.466,60098926
2023-07-21,192.427,193.29,189.583,190.286,72576907
2023-07-24,191.744,193.231,190.594,191.09,45900513
2023-07-25,191.664,192.766,191.254,191.953,37607173
2023-07-26,192.003,193.954,191.654,192.825,47884374
2023-07-27,194.332,195.501,190.891,191.554,47872585
2023-07-28,192.992,194.933,192.467,194.144,48711071
2023-07-31,194.371,194.797,193.578,194.757,39161475
2023-08-01,194.544,195.037,193.598,193.919,35588003
2023-08-02,193.36,193.5,190.198,190.921,50827185
2023-08-03,189.921,190.712,189.048,189.523,62784144
2023-08-04,183.922,185.766,180.354,180.423,116964447
2023-08-07,180.561,181.551,175.823,177.31,98423956
2023-08-08,178.143,178.718,176.05,178.251,68412350
2023-08-09,179.312,179.371,175.484,176.656,60903150
2023-08-10,177.934,179.193,176.069,176.437,55162052
2023-08-11,176.029,177.321,175.265,176.497,52418061
2023-08-14,176.675,178.383,176.014,178.155,43995736
2023-08-15,177.578,178.175,175.762,176.159,43942313
2023-08-16,175.842,177.241,175.216,175.285,47309073
2023-08-17,175.852,176.214,172.218,172.735,66547072
2023-08-18,171.047,173.826,170.709,173.22,61620495
2023-08-21,173.796,174.848,172.47,174.561,46651309
2023-08-22,175.772,176.387,174.968,175.941,42392690
2023-08-23,177.221,180.229,177.027,179.801,53109169
2023-08-24,179.359,179.785,174.729,175.097,55348508
2023-08-25,176.089,177.846,174.541,177.311,51826680
2023-08-28,178.78,179.276,177.246,178.879,44141869
2023-08-29,178.388,183.555,178.194,182.781,53392426
2023-08-30,183.595,186.484,183.395,186.284,61259607
2023-08-31,186.474,187.744,186.115,186.504,61240044
2023-09-01,188.107,188.537,186.909,188.082,46101936
2023-09-05,186.909,188.597,186.245,188.321,45611895
2023-09-06,187.028,187.478,180.15,181.578,82355023
2023-09-07,173.905,176.913,172.278,176.268,113313260
2023-09-08,177.052,178.927,176.497,176.884,66082879
2023-09-11,178.76,178.988,176.049,178.055,59385133
2023-09-12,178.185,178.82,173.548,175.018,91032536
2023-09-13,175.226,176.009,172.715,172.943,84885547
2023-09-14,172.735,174.818,172.317,174.462,61342076
2023-09-15,175.196,175.211,172.555,173.737,110060249
2023-09-18,175.196,178.075,174.888,176.675,67750519
2023-09-19,176.228,178.323,175.842,177.767,52206793
2023-09-20,177.956,178.388,174.124,174.213,58864473
2023-09-21,173.279,175.018,172.595,172.665,63611951
2023-09-22,173.399,175.791,172.784,173.519,57141138
2023-09-25,172.933,175.683,172.883,174.798,46511151
2023-09-26,173.548,173.924,170.411,170.709,65062332
2023-09-27,171.364,171.781,167.82,169.191,67412293
2023-09-28,168.107,170.779,166.401,169.447,56707014
2023-09-29,170.769,171.811,169.102,169.965,52241185
2023-10-02,169.975,173.032,169.685,172.485,52546861
2023-10-03,171.002,172.366,169.577,171.145,49958103
2023-10-04,169.845,172.943,169.725,172.396,53408884
2023-10-05,172.525,174.173,171.424,173.638,48883590
2023-10-06,172.535,176.695,171.921,176.198,57686396
2023-10-09,175.523,177.747,174.521,177.687,42701464
2023-10-10,176.804,178.412,176.656,177.092,44018292
2023-10-11,176.903,178.541,176.307,178.491,47899611
2023-10-12,178.76,181.014,177.737,179.395,57159002
2023-10-13,180.1,180.605,176.844,177.548,51833215
2023-10-16,175.463,177.772,175.226,177.421,52901893
2023-10-17,175.36,177.122,173.529,175.862,57971142
2023-10-18,174.303,176.283,173.836,174.561,55165756
2023-10-19,174.759,176.547,173.914,174.183,59737507
2023-10-20,174.034,174.144,171.384,171.622,64714887
2023-10-23,169.665,172.745,168.693,171.741,56390400
2023-10-24,171.791,172.405,170.203,172.178,44137786
2023-10-25,170.629,171.801,169.407,169.855,57575879
2023-10-26,169.131,170.131,164.464,165.677,71142887
2023-10-27,165.696,167.731,165.617,166.996,58927883
2023-10-30,167.791,169.925,167.642,169.051,51505706
2023-10-31,168.117,169.655,166.678,169.527,45174704
2023-11-01,169.755,172.962,168.881,172.705,57352195
2023-11-02,174.243,176.487,174.183,176.278,77901556
2023-11-03,172.972,175.533,172.088,175.365,80414333
2023-11-06,175.097,178.125,174.928,177.926,64309218
2023-11-07,177.876,181.114,177.668,180.498,71046897
2023-11-08,181.024,182.116,180.269,181.558,49701908
2023-11-09,181.628,182.781,180.488,181.084,54157585
2023-11-10,182.873,185.452,182.434,185.287,66575246
2023-11-13,184.712,184.919,183.111,183.697,43889453
2023-11-14,186.58,186.987,185.188,186.321,60469261
2023-11-15,186.724,188.369,186.659,186.888,54113450
2023-11-16,188.438,189.821,187.524,188.577,54739603
2023-11-17,189.116,189.243,187.446,188.557,51247250
2023-11-20,188.756,190.759,188.746,190.307,46818026
2023-11-21,190.267,190.377,188.607,189.502,38363439
2023-11-22,190.347,191.779,189.686,190.168,39867944
2023-11-24,189.731,189.761,188.121,188.836,24192727
2023-11-27,188.786,189.532,187.772,188.657,40796081
2023-11-28,188.647,189.94,188.271,189.263,38646060
2023-11-29,189.761,190.944,187.841,188.241,43272476
2023-11-30,188.707,189.185,187.066,188.816,49087321
2023-12-01,189.195,190.417,188.101,190.098,45979229
2023-12-04,188.846,188.916,186.332,188.301,43650024
2023-12-05,189.076,193.24,189.046,192.266,67028426
2023-12-06,193.289,193.598,190.963,191.172,41336434
2023-12-07,192.474,193.836,192.434,193.11,47762705
2023-12-08,193.041,194.82,192.514,194.542,53727003
2023-12-11,191.958,192.335,190.277,192.027,61309597
2023-12-12,191.928,193.558,190.577,193.548,53013285
2023-12-13,193.925,196.819,193.687,196.779,70826881
2023-12-14,196.839,198.429,194.99,196.928,67232820
2023-12-15,196.351,197.216,195.825,196.391,129310130
2023-12-18,194.92,195.456,193.23,194.721,56086588
2023-12-19,194.99,195.775,194.721,195.765,40958493
2023-12-20,195.725,196.501,193.667,193.667,52556474
2023-12-21,194.93,195.904,192.345,193.519,46761624
2023-12-22,194.015,194.244,191.818,192.444,37372611
2023-12-26,192.454,192.733,191.679,191.898,29092938
2023-12-27,191.342,192.345,189.949,191.998,48376393
2023-12-28,192.981,193.499,192.018,192.424,34254329
2023-12-29,192.743,193.24,190.581,191.382,42928346
2024-01-02,186.032,187.316,182.788,184.532,82983926
2024-01-03,183.121,184.771,182.335,183.151,58765173
2024-01-04,181.064,181.995,179.799,180.824,72415750
2024-01-05,180.904,181.669,179.094,180.099,62754180
2024-01-08,180.999,184.492,180.417,184.453,59499566
2024-01-09,182.823,184.046,181.639,184.036,43099026
2024-01-10,183.25,185.287,182.823,185.079,47073846
2024-01-11,185.427,185.934,182.524,184.482,49423369
2024-01-12,184.949,185.626,184.084,184.81,40720805
2024-01-16,181.074,183.161,179.853,182.534,65996913
2024-01-17,180.189,181.839,179.224,181.589,47601521
2024-01-18,184.979,188.011,184.722,187.504,78474091
2024-01-19,188.201,190.804,187.693,190.417,69316670
2024-01-22,191.152,194.165,191.113,192.733,60494888
2024-01-23,193.855,194.582,192.673,194.015,42609887
2024-01-24,194.254,195.208,193.18,193.339,53953311
