Date,Open,High,Low,Close,Volume
2024-09-25,224.436,226.791,223.528,225.873,42401832
2024-09-26,226.801,227.998,224.915,227.02,36717340
2024-09-27,227.958,229.016,226.801,227.29,34100854
2024-09-30,229.535,232.488,229.146,232.488,54913985
2024-10-01,229.016,229.146,223.249,225.713,63424331
2024-10-02,225.394,226.871,222.53,226.282,32952971
2024-10-03,224.646,226.307,222.83,225.174,34119085
2024-10-04,227.4,227.499,223.638,226.302,37427290
2024-10-07,224.007,225.194,220.844,221.203,39592301
2024-10-08,223.807,225.484,222.76,225.274,31925804
2024-10-09,224.735,229.246,224.336,229.036,33665021
2024-10-10,227.28,228.996,226.671,228.537,28245573
2024-10-11,228.796,228.906,226.841,227.05,31829086
2024-10-14,228.198,231.221,228.098,230.792,39969861
2024-10-15,233.097,236.968,231.86,233.336,64893878
2024-10-16,231.091,231.61,229.335,231.271,34157251
2024-10-17,232.917,233.336,230.014,231.64,33066425
2024-10-18,235.661,235.661,233.496,234.484,46533662
2024-10-21,233.935,236.33,233.935,235.961,36334262
2024-10-22,233.371,235.701,232.089,235.342,38932075
2024-10-23,233.566,234.628,227.26,230.253,52402057
2024-10-24,229.475,230.313,227.908,230.064,31177971
2024-10-25,229.236,232.708,229.066,230.902,38887703
2024-10-28,232.808,234.214,232.039,232.887,36166558
2024-10-29,232.588,233.81,231.81,233.157,35495196
2024-10-30,232.099,232.957,229.046,229.595,47174505
2024-10-31,228.836,229.325,224.875,225.414,64511757
2024-11-01,220.48,224.855,219.786,222.42,65420408
2024-11-04,220.505,222.301,219.228,221.522,45043386
2024-11-05,221.308,223.458,220.654,222.959,28173208
2024-11-06,222.121,225.569,220.704,222.231,54681204
2024-11-07,224.132,227.375,224.077,226.98,42230431
2024-11-08,226.921,228.409,226.156,226.711,38370965
2024-11-11,224.753,225.452,221.257,223.984,42051786
2024-11-12,224.303,225.342,223.11,223.984,40442716
2024-11-13,223.764,226.401,222.515,224.873,48619614
2024-11-14,224.773,228.619,224.753,227.969,44973334
2024-11-15,226.151,226.671,224.024,224.753,47976387
2024-11-18,225.003,229.488,224.923,227.77,44735151
2024-11-19,226.731,229.907,226.411,228.029,36251588
2024-11-20,227.81,229.677,225.642,228.748,35208234
2024-11-21,228.629,229.902,225.462,228.269,42154624
2024-11-22,227.81,230.467,227.81,229.618,38210217
2024-11-25,231.206,232.989,229.488,232.614,90251953
2024-11-26,233.074,235.311,233.074,234.802,46036749
2024-11-27,234.207,235.431,233.553,234.672,33535269
2024-11-29,234.547,237.549,233.713,237.069,28512691
2024-12-02,237.009,240.526,236.9,239.327,48190028
2024-12-03,239.547,242.493,238.638,242.384,38903743
2024-12-04,242.603,243.842,240.985,242.743,44432734
2024-12-05,243.722,244.271,241.864,242.773,40077894
2024-12-06,242.638,244.361,241.814,242.573,36911157
2024-12-09,241.564,246.968,241.484,246.479,44698322
2024-12-10,246.619,247.937,245.071,247.498,36955393
2024-12-11,247.688,250.525,245.99,246.219,45255516
2024-12-12,246.619,248.467,245.41,247.688,32813570
2024-12-13,247.543,249.016,245.97,247.857,33191743
2024-12-16,247.718,251.104,247.378,250.764,51751590
2024-12-17,249.805,253.551,249.506,253.202,51412825
2024-12-18,251.883,254.001,247.468,247.778,56836523
2024-12-19,247.228,251.723,246.824,249.516,60949202
2024-12-20,247.768,254.72,245.42,254.211,147657435
2024-12-23,254.49,255.369,253.172,254.99,40903697
2024-12-24,255.209,257.926,255.01,257.916,23260251
2024-12-26,257.906,259.814,257.347,258.736,27292958
2024-12-27,257.547,258.416,252.782,255.309,42401889
2024-12-30,251.953,253.222,250.475,251.923,35596636
2024-12-31,252.163,253.002,249.156,250.145,39524126
